sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEIM0000253RSG;VEIM0000253;Meteo_idro_ARPAV_253;Meteo_idro_ARPAV;253;RADSOL;Radiazione solare globale;RSG;300003185;Valeggio sul Mincio;01/10/2001;;120;VALEGGIO SUL MINCIO (VR);VR;IM;Valeggio sul Mincio;1635662;5024463;45.36036737;10.73179344
VEIM0000253TA2;VEIM0000253;Meteo_idro_ARPAV_253;Meteo_idro_ARPAV;253;TARIA2M;Temperatura aria a 2m;TA2;300003186;Valeggio sul Mincio;01/10/2001;;120;VALEGGIO SUL MINCIO (VR);VR;IM;Valeggio sul Mincio;1635662;5024463;45.36036737;10.73179344
VEIM0000253UR2;VEIM0000253;Meteo_idro_ARPAV_253;Meteo_idro_ARPAV;253;UMID2M;Umidità relativa a 2m;UR2;;Valeggio sul Mincio;01/10/2001;;120;VALEGGIO SUL MINCIO (VR);VR;IM;Valeggio sul Mincio;1635662;5024463;45.36036737;10.73179344
VEIM0000253VW5;VEIM0000253;Meteo_idro_ARPAV_253;Meteo_idro_ARPAV;253;VVENTO5M;Velocità vento a 5m;VW5;;Valeggio sul Mincio;01/10/2001;;120;VALEGGIO SUL MINCIO (VR);VR;IM;Valeggio sul Mincio;1635662;5024463;45.36036737;10.73179344
VEIM0000256WD5;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;DVENTO5M;Direzione vento a 5m;WD5;300004702;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000256TPR;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;PREC;Precipitazione;TPR;300004714;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000256RSG;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;RADSOL;Radiazione solare globale;RSG;300004711;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000256TA2;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;TARIA2M;Temperatura aria a 2m;TA2;300004707;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000256UR2;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;UMID2M;Umidità relativa a 2m;UR2;;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000256VW5;VEIM0000256;Meteo_idro_ARPAV_256;Meteo_idro_ARPAV;256;VVENTO5M;Velocità vento a 5m;VW5;;Andraz;01/02/1984;27/01/1993;1401;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Andraz;1729204.853;5152151.313;46.48368377;11.98595807
VEIM0000257WD5;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;DVENTO5M;Direzione vento a 5m;WD5;300004727;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000257TPR;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;PREC;Precipitazione;TPR;300004740;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000257RSG;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;RADSOL;Radiazione solare globale;RSG;300004736;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000257TA2;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;TARIA2M;Temperatura aria a 2m;TA2;300004732;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000257UR2;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;UMID2M;Umidità relativa a 2m;UR2;;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000257VW5;VEIM0000257;Meteo_idro_ARPAV_257;Meteo_idro_ARPAV;257;VVENTO5M;Velocità vento a 5m;VW5;;Longarone loc. Pirago;01/06/1984;01/01/1992;491;LONGARONE (BL);BL;IM;Longarone loc. Pirago;1754386.122;5128674.982;46.2642801;12.30083569
VEIM0000260TPR;VEIM0000260;Meteo_idro_ARPAV_260;Meteo_idro_ARPAV;260;PREC;Precipitazione;TPR;300004746;Colognola ai Colli;19/03/2004;;34;COLOGNOLA AI COLLI (VR);VR;IM;Colognola ai Colli;1673956.575;5032590.667;45.42497835;11.22419922
VEIM0000260TA2;VEIM0000260;Meteo_idro_ARPAV_260;Meteo_idro_ARPAV;260;TARIA2M;Temperatura aria a 2m;TA2;300004747;Colognola ai Colli;19/03/2004;;34;COLOGNOLA AI COLLI (VR);VR;IM;Colognola ai Colli;1673956.575;5032590.667;45.42497835;11.22419922
VEIM0000260UR2;VEIM0000260;Meteo_idro_ARPAV_260;Meteo_idro_ARPAV;260;UMID2M;Umidità relativa a 2m;UR2;;Colognola ai Colli;19/03/2004;;34;COLOGNOLA AI COLLI (VR);VR;IM;Colognola ai Colli;1673956.575;5032590.667;45.42497835;11.22419922
VEIM0000262TPR;VEIM0000262;Meteo_idro_ARPAV_262;Meteo_idro_ARPAV;262;PREC;Precipitazione;TPR;300005191;Valpore (Seren del Grappa);23/09/2004;;1271;SEREN DEL GRAPPA (BL);BL;IM;Valpore (Seren del Grappa);1717711;5086478;45.89728311;11.80606051
VEIM0000262TA2;VEIM0000262;Meteo_idro_ARPAV_262;Meteo_idro_ARPAV;262;TARIA2M;Temperatura aria a 2m;TA2;300005188;Valpore (Seren del Grappa);23/09/2004;;1271;SEREN DEL GRAPPA (BL);BL;IM;Valpore (Seren del Grappa);1717711;5086478;45.89728311;11.80606051
VEIM0000263WD2;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;DVENTO2M;Direzione vento a 2m;WD2;300005251;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000263TPR;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;PREC;Precipitazione;TPR;300005260;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000263RSG;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;RADSOL;Radiazione solare globale;RSG;300005256;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000263TA2;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;TARIA2M;Temperatura aria a 2m;TA2;300005246;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000263UR2;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;UMID2M;Umidità relativa a 2m;UR2;;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000263VW2;VEIM0000263;Meteo_idro_ARPAV_263;Meteo_idro_ARPAV;263;VVENTO2M;Velocità vento a 2m;VW2;;Mestre via Lissa;22/10/2004;12/09/2006;20;VENEZIA (VE);VE;IM;Mestre via Lissa;1751840.797;5042145.822;45.49187414;12.22383168
VEIM0000264WD1;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;DVENTO10M;Direzione vento a 10m;WD1;300005300;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264TPR;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;PREC;Precipitazione;TPR;300005290;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264PRA;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;PRESS;Pressione atmosferica;PRA;300005288;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264RSG;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;RADSOL;Radiazione solare globale;RSG;300005289;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264TA2;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;TARIA2M;Temperatura aria a 2m;TA2;300005286;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264UR2;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;UMID2M;Umidità relativa a 2m;UR2;;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000264VW1;VEIM0000264;Meteo_idro_ARPAV_264;Meteo_idro_ARPAV;264;VVENTO10M;Velocità vento a 10m;VW1;;Belluno - aeroporto;10/11/2004;;379;BELLUNO (BL);BL;IM;Belluno - aeroporto;1750560.407;5117458.213;46.16467858;12.24470834
VEIM0000265WD1;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;DVENTO10M;Direzione vento a 10m;WD1;300005347;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000265TPR;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;PREC;Precipitazione;TPR;300005351;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000265RSG;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;RADSOL;Radiazione solare globale;RSG;300005350;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000265TA2;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;TARIA2M;Temperatura aria a 2m;TA2;300005348;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000265UR2;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;UMID2M;Umidità relativa a 2m;UR2;;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000265VW1;VEIM0000265;Meteo_idro_ARPAV_265;Meteo_idro_ARPAV;265;VVENTO10M;Velocità vento a 10m;VW1;;Galzignano - Ca' Demia;15/10/2004;;3;GALZIGNANO (PD);PD;IM;Galzignano - Ca' Demia;1715069.362;5019991.542;45.30014284;11.74268777
VEIM0000266WD5;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;DVENTO5M;Direzione vento a 5m;WD5;300005569;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000266TPR;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;PREC;Precipitazione;TPR;300005573;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000266RSG;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;RADSOL;Radiazione solare globale;RSG;300005572;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000266TA2;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;TARIA2M;Temperatura aria a 2m;TA2;300005570;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000266UR2;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;UMID2M;Umidità relativa a 2m;UR2;;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000266VW5;VEIM0000266;Meteo_idro_ARPAV_266;Meteo_idro_ARPAV;266;VVENTO5M;Velocità vento a 5m;VW5;;Santa Giustina Bellunese;22/06/2005;;278;SANTA GIUSTINA (BL);BL;IM;Santa Giustina Bellunese;1737599;5107373;46.07841194;12.07247911
VEIM0000268WD5;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;DVENTO5M;Direzione vento a 5m;WD5;300005637;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000268TPR;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;PREC;Precipitazione;TPR;300005628;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000268RSG;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;RADSOL;Radiazione solare globale;RSG;300005633;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000268TA2;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;TARIA2M;Temperatura aria a 2m;TA2;300005629;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000268UR2;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;UMID2M;Umidità relativa a 2m;UR2;;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000268VW5;VEIM0000268;Meteo_idro_ARPAV_268;Meteo_idro_ARPAV;268;VVENTO5M;Velocità vento a 5m;VW5;;Sella Ciampigotto;09/08/2005;;1783;VIGO DI CADORE (BL);BL;IM;Sella Ciampigotto;1775147.611;5154417.328;46.48692303;12.58466111
VEIM0000270HI1;VEIM0000270;Meteo_idro_ARPAV_270;Meteo_idro_ARPAV;270;LIDRO_1;Livello idrometrico 1;HI1;300005668;Adige a Albaredo CAE;16/04/1986;;20;ALBAREDO D'ADIGE (VR);VR;IM;Adige a Albaredo CAE;1677656.979;5020790.446;45.31794837;11.26629117
VEIM0000270HPR;VEIM0000270;Meteo_idro_ARPAV_270;Meteo_idro_ARPAV;270;LIDRO_2;Livello idrometrico a pressione;HPR;300014528;Adige a Albaredo CAE;16/04/1986;;20;ALBAREDO D'ADIGE (VR);VR;IM;Adige a Albaredo CAE;1677656.979;5020790.446;45.31794837;11.26629117
VEIM0000270Q00;VEIM0000270;Meteo_idro_ARPAV_270;Meteo_idro_ARPAV;270;PORT_1;Portata;Q00;300008288;Adige a Albaredo CAE;16/04/1986;;20;ALBAREDO D'ADIGE (VR);VR;IM;Adige a Albaredo CAE;1677656.979;5020790.446;45.31794837;11.26629117
VEIM0000271HI1;VEIM0000271;Meteo_idro_ARPAV_271;Meteo_idro_ARPAV;271;LIDRO_1;Livello idrometrico 1;HI1;300005688;Piave a Belluno Ponte Vittoria CAE;01/07/1988;;333;BELLUNO (BL);BL;IM;Piave a Belluno Ponte Vittoria CAE;1748644.701;5114020.935;46.13422168;12.21858643
VEIM0000271Q01;VEIM0000271;Meteo_idro_ARPAV_271;Meteo_idro_ARPAV;271;PORT_1;Portata 1;Q01;300010068;Piave a Belluno Ponte Vittoria CAE;01/07/1988;;333;BELLUNO (BL);BL;IM;Piave a Belluno Ponte Vittoria CAE;1748644.701;5114020.935;46.13422168;12.21858643
VEIM0000272TPR;VEIM0000272;Meteo_idro_ARPAV_272;Meteo_idro_ARPAV;272;PREC;Precipitazione;TPR;300005690;Brenta a Cismon del Grappa CAE;01/05/1984;30/12/2016;190;VALBRENTA (VI);VI;IM;Brenta a Cismon del Grappa CAE;1711243.708;5088984.282;45.92174927;11.72391438
VEIM0000273HI1;VEIM0000273;Meteo_idro_ARPAV_273;Meteo_idro_ARPAV;273;LIDRO_1;Livello idrometrico 1;HI1;300005691;Alpone a Monteforte CAE;05/07/1986;;33;MONTEFORTE D'ALPONE (VR);VR;IM;Alpone a Monteforte CAE;1678850.173;5031499.765;45.41396549;11.28538172
VEIM0000274TPR;VEIM0000274;Meteo_idro_ARPAV_274;Meteo_idro_ARPAV;274;PREC;Precipitazione;TPR;300005692;Monteforte d'Alpone CAE;01/01/1987;11/11/2014;34;MONTEFORTE D'ALPONE (VR);VR;IM;Monteforte d'Alpone CAE;1679136.243;5032549.478;45.42333333;11.28941667
VEIM0000276HI1;VEIM0000276;Meteo_idro_ARPAV_276;Meteo_idro_ARPAV;276;LIDRO_1;Livello idrometrico 1;HI1;300005709;Bacchiglione a Ponte Marchese CAE;01/10/1994;;36;VICENZA (VI);VI;IM;Bacchiglione a Ponte Marchese CAE;1697769.261;5050717.662;45.58168143;11.53469144
VEIM0000277HID;VEIM0000277;Meteo_idro_ARPAV_277;Meteo_idro_ARPAV;277;LIDRO_1;Livello idrometrico;HID;300005728;Cordevole a Ponte Mas CAE;14/04/1997;;363;SOSPIROLO (BL);BL;IM;Cordevole a Ponte Mas CAE;1741345.017;5115965.052;46.15431312;12.12522031
VEIM0000277Q00;VEIM0000277;Meteo_idro_ARPAV_277;Meteo_idro_ARPAV;277;PORT_1;Portata;Q00;300006068;Cordevole a Ponte Mas CAE;14/04/1997;;363;SOSPIROLO (BL);BL;IM;Cordevole a Ponte Mas CAE;1741345.017;5115965.052;46.15431312;12.12522031
VEIM0000278HI1;VEIM0000278;Meteo_idro_ARPAV_278;Meteo_idro_ARPAV;278;LIDRO_1;Livello idrometrico 1;HI1;300005729;Agno a Recoaro Terme CAE;11/01/1994;;471;RECOARO TERME (VI);VI;IM;Agno a Recoaro Terme CAE;1672435.79;5063344.847;45.70199328;11.21470019
VEIM0000278Q00;VEIM0000278;Meteo_idro_ARPAV_278;Meteo_idro_ARPAV;278;PORT_1;Portata;Q00;300008628;Agno a Recoaro Terme CAE;11/01/1994;;471;RECOARO TERME (VI);VI;IM;Agno a Recoaro Terme CAE;1672435.79;5063344.847;45.70199328;11.21470019
VEIM0000278TPR;VEIM0000278;Meteo_idro_ARPAV_278;Meteo_idro_ARPAV;278;PREC;Precipitazione;TPR;300005731;Agno a Recoaro Terme CAE;11/01/1994;;471;RECOARO TERME (VI);VI;IM;Agno a Recoaro Terme CAE;1672435.79;5063344.847;45.70199328;11.21470019
VEIM0000278TA2;VEIM0000278;Meteo_idro_ARPAV_278;Meteo_idro_ARPAV;278;TARIA2M;Temperatura aria a 2m;TA2;300005730;Agno a Recoaro Terme CAE;11/01/1994;;471;RECOARO TERME (VI);VI;IM;Agno a Recoaro Terme CAE;1672435.79;5063344.847;45.70199328;11.21470019
VEIM0000028WD1;VEIM0000028;Meteo_idro_ARPAV_28;Meteo_idro_ARPAV;28;DVENTO10M;Direzione vento a 10m;WD1;300001818;Monte Cesen;09/07/1990;;1552;VALDOBBIADENE (TV);TV;IM;Monte Cesen;1734164.931;5092424.458;45.945242;12.020877
VEIM0000028TA2;VEIM0000028;Meteo_idro_ARPAV_28;Meteo_idro_ARPAV;28;TARIA2M;Temperatura aria a 2m;TA2;300001819;Monte Cesen;09/07/1990;;1552;VALDOBBIADENE (TV);TV;IM;Monte Cesen;1734164.931;5092424.458;45.945242;12.020877
VEIM0000028UR2;VEIM0000028;Meteo_idro_ARPAV_28;Meteo_idro_ARPAV;28;UMID2M;Umidità relativa a 2m;UR2;;Monte Cesen;09/07/1990;;1552;VALDOBBIADENE (TV);TV;IM;Monte Cesen;1734164.931;5092424.458;45.945242;12.020877
VEIM0000028VW1;VEIM0000028;Meteo_idro_ARPAV_28;Meteo_idro_ARPAV;28;VVENTO10M;Velocità vento a 10m;VW1;;Monte Cesen;09/07/1990;;1552;VALDOBBIADENE (TV);TV;IM;Monte Cesen;1734164.931;5092424.458;45.945242;12.020877
VEIM0000281HI1;VEIM0000281;Meteo_idro_ARPAV_281;Meteo_idro_ARPAV;281;LIDRO_1;Livello idrometrico 1;HI1;300005748;Adige a Badia Polesine CAE;03/04/1985;;12;BADIA POLESINE (RO);RO;IM;Adige a Badia Polesine CAE;1695176.913;4997633.776;45.10504834;11.48053687
VEIM0000282HDW;VEIM0000282;Meteo_idro_ARPAV_282;Meteo_idro_ARPAV;282;LIDRO_1;Livello idrometrico a valle;HDW;300005750;Canal Bianco a Baricetta CAE;01/05/1986;18/07/2014;3;ADRIA (RO);RO;IM;Canal Bianco a Baricetta CAE;1736364.589;4993340.649;45.05388889;12.00138889
VEIM0000283HI1;VEIM0000283;Meteo_idro_ARPAV_283;Meteo_idro_ARPAV;283;LIDRO_1;Livello idrometrico 1;HI1;300005751;Brenta a Barzizza CAE;01/01/1984;;106;BASSANO DEL GRAPPA (VI);VI;IM;Brenta a Barzizza CAE;1712306.431;5072965.754;45.77741451;11.73054326
VEIM0000283HPR;VEIM0000283;Meteo_idro_ARPAV_283;Meteo_idro_ARPAV;283;LIDRO_2;Livello idrometrico a pressione;HPR;300014529;Brenta a Barzizza CAE;01/01/1984;;106;BASSANO DEL GRAPPA (VI);VI;IM;Brenta a Barzizza CAE;1712306.431;5072965.754;45.77741451;11.73054326
VEIM0000283Q00;VEIM0000283;Meteo_idro_ARPAV_283;Meteo_idro_ARPAV;283;PORT_1;Portata;Q00;300006188;Brenta a Barzizza CAE;01/01/1984;;106;BASSANO DEL GRAPPA (VI);VI;IM;Brenta a Barzizza CAE;1712306.431;5072965.754;45.77741451;11.73054326
VEIM0000284HI1;VEIM0000284;Meteo_idro_ARPAV_284;Meteo_idro_ARPAV;284;LIDRO_1;Livello idrometrico 1;HI1;300005752;Adige a Boara Pisani CAE;06/11/1986;;6;BOARA PISANI (PD);PD;IM;Adige a Boara Pisani CAE;1719068.599;4998460.37;45.1054812;11.78424405
VEIM0000284HPR;VEIM0000284;Meteo_idro_ARPAV_284;Meteo_idro_ARPAV;284;LIDRO_2;Livello idrometrico a pressione;HPR;300014548;Adige a Boara Pisani CAE;06/11/1986;;6;BOARA PISANI (PD);PD;IM;Adige a Boara Pisani CAE;1719068.599;4998460.37;45.1054812;11.78424405
VEIM0000284Q00;VEIM0000284;Meteo_idro_ARPAV_284;Meteo_idro_ARPAV;284;PORT_1;Portata;Q00;300006189;Adige a Boara Pisani CAE;06/11/1986;;6;BOARA PISANI (PD);PD;IM;Adige a Boara Pisani CAE;1719068.599;4998460.37;45.1054812;11.78424405
VEIM0000285HI1;VEIM0000285;Meteo_idro_ARPAV_285;Meteo_idro_ARPAV;285;LIDRO_1;Livello idrometrico 1;HI1;300005753;Tesina a Bolzano Vicentino CAE;15/10/1994;;39;BOLZANO VICENTINO (VI);VI;IM;Tesina a Bolzano Vicentino CAE;1704424.536;5053068.483;45.60089375;11.62089522
VEIM0000285HPR;VEIM0000285;Meteo_idro_ARPAV_285;Meteo_idro_ARPAV;285;LIDRO_2;Livello idrometrico a pressione;HPR;300014568;Tesina a Bolzano Vicentino CAE;15/10/1994;;39;BOLZANO VICENTINO (VI);VI;IM;Tesina a Bolzano Vicentino CAE;1704424.536;5053068.483;45.60089375;11.62089522
VEIM0000285Q00;VEIM0000285;Meteo_idro_ARPAV_285;Meteo_idro_ARPAV;285;PORT_1;Portata;Q00;300006211;Tesina a Bolzano Vicentino CAE;15/10/1994;;39;BOLZANO VICENTINO (VI);VI;IM;Tesina a Bolzano Vicentino CAE;1704424.536;5053068.483;45.60089375;11.62089522
VEIM0000286HI1;VEIM0000286;Meteo_idro_ARPAV_286;Meteo_idro_ARPAV;286;LIDRO_1;Livello idrometrico 1;HI1;300005754;Frassine a Borgofrassine CAE;24/03/1994;;17;MONTAGNANA (PD);PD;IM;Frassine a Borgofrassine CAE;1694722.153;5013894.802;45.25140892;11.48111185
VEIM0000286HPR;VEIM0000286;Meteo_idro_ARPAV_286;Meteo_idro_ARPAV;286;LIDRO_2;Livello idrometrico a pressione;HPR;300014648;Frassine a Borgofrassine CAE;24/03/1994;;17;MONTAGNANA (PD);PD;IM;Frassine a Borgofrassine CAE;1694722.153;5013894.802;45.25140892;11.48111185
VEIM0000286Q00;VEIM0000286;Meteo_idro_ARPAV_286;Meteo_idro_ARPAV;286;PORT_1;Portata;Q00;300009369;Frassine a Borgofrassine CAE;24/03/1994;;17;MONTAGNANA (PD);PD;IM;Frassine a Borgofrassine CAE;1694722.153;5013894.802;45.25140892;11.48111185
VEIM0000287HI1;VEIM0000287;Meteo_idro_ARPAV_287;Meteo_idro_ARPAV;287;LIDRO_1;Livello idrometrico 1;HI1;300005755;Bacchiglione a Bovolenta CAE;08/09/1998;;1;BOVOLENTA (PD);PD;IM;Bacchiglione a Bovolenta CAE;1730563.311;5017438.671;45.27243536;11.9389414
VEIM0000288HI1;VEIM0000288;Meteo_idro_ARPAV_288;Meteo_idro_ARPAV;288;LIDRO_1;Livello idrometrico 1;HI1;300005756;Frassine a Brancaglia CAE;04/03/1994;;11;ESTE (PD);PD;IM;Frassine a Brancaglia CAE;1707041.314;5013552.902;45.24481654;11.63779654
VEIM0000290HDW;VEIM0000290;Meteo_idro_ARPAV_290;Meteo_idro_ARPAV;290;LIDRO_1;Livello idrometrico a valle;HDW;300005760;Canal Bianco a Canda CAE;01/08/1985;11/11/2014;9;CASTELGUGLIELMO (RO);RO;IM;Canal Bianco a Canda CAE;1696684.408;4989438.092;45.03092621;11.49646689
VEIM0000291HI1;VEIM0000291;Meteo_idro_ARPAV_291;Meteo_idro_ARPAV;291;LIDRO_1;Livello idrometrico 1;HI1;300005761;Gorzone a Carmignano CAE;24/03/1994;;5;SANT'URBANO (PD);PD;IM;Gorzone a Carmignano CAE;1707873.969;5002325.324;45.14361507;11.6437112
