sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEIM0000292HI1;VEIM0000292;Meteo_idro_ARPAV_292;Meteo_idro_ARPAV;292;LIDRO_1;Livello idrometrico 1;HI1;300005762;Muson dei Sassi a Castelfranco Veneto CAE;28/01/1998;;42;CASTELFRANCO VENETO (TV);TV;IM;Muson dei Sassi a Castelfranco Veneto CAE;1727493.197;5061535.522;45.66983651;11.92027581
VEIM0000292HPR;VEIM0000292;Meteo_idro_ARPAV_292;Meteo_idro_ARPAV;292;LIDRO_2;Livello idrometrico a pressione;HPR;300014569;Muson dei Sassi a Castelfranco Veneto CAE;28/01/1998;;42;CASTELFRANCO VENETO (TV);TV;IM;Muson dei Sassi a Castelfranco Veneto CAE;1727493.197;5061535.522;45.66983651;11.92027581
VEIM0000292Q00;VEIM0000292;Meteo_idro_ARPAV_292;Meteo_idro_ARPAV;292;PORT_1;Portata;Q00;300006214;Muson dei Sassi a Castelfranco Veneto CAE;28/01/1998;;42;CASTELFRANCO VENETO (TV);TV;IM;Muson dei Sassi a Castelfranco Veneto CAE;1727493.197;5061535.522;45.66983651;11.92027581
VEIM0000292TPR;VEIM0000292;Meteo_idro_ARPAV_292;Meteo_idro_ARPAV;292;PREC;Precipitazione;TPR;300005763;Muson dei Sassi a Castelfranco Veneto CAE;28/01/1998;;42;CASTELFRANCO VENETO (TV);TV;IM;Muson dei Sassi a Castelfranco Veneto CAE;1727493.197;5061535.522;45.66983651;11.92027581
VEIM0000292TA2;VEIM0000292;Meteo_idro_ARPAV_292;Meteo_idro_ARPAV;292;TARIA2M;Temperatura aria a 2m;TA2;300005764;Muson dei Sassi a Castelfranco Veneto CAE;28/01/1998;;42;CASTELFRANCO VENETO (TV);TV;IM;Muson dei Sassi a Castelfranco Veneto CAE;1727493.197;5061535.522;45.66983651;11.92027581
VEIM0000293HI1;VEIM0000293;Meteo_idro_ARPAV_293;Meteo_idro_ARPAV;293;LIDRO_1;Livello idrometrico 1;HI1;300005765;Adige a Cavarzere CAE;13/07/1985;;3;CAVARZERE (VE);VE;IM;Adige a Cavarzere CAE;1742343.523;5002959.213;45.1383265;12.08186245
VEIM0000294HI1;VEIM0000294;Meteo_idro_ARPAV_294;Meteo_idro_ARPAV;294;LIDRO_1;Livello idrometrico 1;HI1;300005766;Livenza a Cessalto CAE;19/10/1989;;0;CESSALTO (TV);TV;IM;Livenza a Cessalto CAE;1785930.805;5071053.276;45.7337044;12.67472018
VEIM0000295HI1;VEIM0000295;Meteo_idro_ARPAV_295;Meteo_idro_ARPAV;295;LIDRO_1;Livello idrometrico 1;HI1;300005767;Gua' a Cologna Veneta CAE;01/01/2002;;21;COLOGNA VENETA (VR);VR;IM;Gua' a Cologna Veneta CAE;1686828.109;5020897.144;45.31652621;11.38324121
VEIM0000295TPR;VEIM0000295;Meteo_idro_ARPAV_295;Meteo_idro_ARPAV;295;PREC;Precipitazione;TPR;300005768;Gua' a Cologna Veneta CAE;01/01/2002;;21;COLOGNA VENETA (VR);VR;IM;Gua' a Cologna Veneta CAE;1686828.109;5020897.144;45.31652621;11.38324121
VEIM0000295TA2;VEIM0000295;Meteo_idro_ARPAV_295;Meteo_idro_ARPAV;295;TARIA2M;Temperatura aria a 2m;TA2;300013930;Gua' a Cologna Veneta CAE;01/01/2002;;21;COLOGNA VENETA (VR);VR;IM;Gua' a Cologna Veneta CAE;1686828.109;5020897.144;45.31652621;11.38324121
VEIM0000295UR2;VEIM0000295;Meteo_idro_ARPAV_295;Meteo_idro_ARPAV;295;UMID2M;Umidità relativa a 2m;UR2;;Gua' a Cologna Veneta CAE;01/01/2002;;21;COLOGNA VENETA (VR);VR;IM;Gua' a Cologna Veneta CAE;1686828.109;5020897.144;45.31652621;11.38324121
VEIM0000296HID;VEIM0000296;Meteo_idro_ARPAV_296;Meteo_idro_ARPAV;296;LIDRO_1;Livello idrometrico;HID;300005769;Meschio a Cordignano CAE;10/04/1991;;56;CORDIGNANO (TV);TV;IM;Meschio a Cordignano CAE;1764719.091;5094005.513;45.94835609;12.41520288
VEIM0000296QCA;VEIM0000296;Meteo_idro_ARPAV_296;Meteo_idro_ARPAV;296;PORT_1;Portata calcolata;QCA;300016360;Meschio a Cordignano CAE;10/04/1991;;56;CORDIGNANO (TV);TV;IM;Meschio a Cordignano CAE;1764719.091;5094005.513;45.94835609;12.41520288
VEIM0000296VH2;VEIM0000296;Meteo_idro_ARPAV_296;Meteo_idro_ARPAV;296;VELOSUPERF;Velocità superficiale;VH2;;Meschio a Cordignano CAE;10/04/1991;;56;CORDIGNANO (TV);TV;IM;Meschio a Cordignano CAE;1764719.091;5094005.513;45.94835609;12.41520288
VEIM0000296QC2;VEIM0000296;Meteo_idro_ARPAV_296;Meteo_idro_ARPAV;296;PORT_2;Portata calcolata;QC2;300016360;Meschio a Cordignano CAE;10/04/1991;;56;CORDIGNANO (TV);TV;IM;Meschio a Cordignano CAE;1764719.091;5094005.513;45.94835609;12.41520288
VEIM0000297HI1;VEIM0000297;Meteo_idro_ARPAV_297;Meteo_idro_ARPAV;297;LIDRO_1;Livello idrometrico 1;HI1;300005770;Piave a Eraclea CAE;15/06/1988;;0;ERACLEA (VE);VE;IM;Piave a Eraclea CAE;1786681.34;5053265.188;45.57361976;12.67386876
VEIM0000298HI1;VEIM0000298;Meteo_idro_ARPAV_298;Meteo_idro_ARPAV;298;LIDRO_1;Livello idrometrico 1;HI1;300005771;Monticano a Fontanelle CAE;23/04/1991;;18;FONTANELLE (TV);TV;IM;Monticano a Fontanelle CAE;1767168.941;5081710.143;45.83694613;12.43991791
VEIM0000298HPR;VEIM0000298;Meteo_idro_ARPAV_298;Meteo_idro_ARPAV;298;LIDRO_2;Livello idrometrico a pressione;HPR;300014570;Monticano a Fontanelle CAE;23/04/1991;;18;FONTANELLE (TV);TV;IM;Monticano a Fontanelle CAE;1767168.941;5081710.143;45.83694613;12.43991791
VEIM0000298Q00;VEIM0000298;Meteo_idro_ARPAV_298;Meteo_idro_ARPAV;298;PORT_1;Portata;Q00;300007368;Monticano a Fontanelle CAE;23/04/1991;;18;FONTANELLE (TV);TV;IM;Monticano a Fontanelle CAE;1767168.941;5081710.143;45.83694613;12.43991791
VEIM0000298TPR;VEIM0000298;Meteo_idro_ARPAV_298;Meteo_idro_ARPAV;298;PREC;Precipitazione;TPR;300005772;Monticano a Fontanelle CAE;23/04/1991;;18;FONTANELLE (TV);TV;IM;Monticano a Fontanelle CAE;1767168.941;5081710.143;45.83694613;12.43991791
VEIM0000299HI1;VEIM0000299;Meteo_idro_ARPAV_299;Meteo_idro_ARPAV;299;LIDRO_1;Livello idrometrico 1;HI1;300005773;Monticano a Gorgo al Monticano CAE;18/04/1991;;5;GORGO AL MONTICANO (TV);TV;IM;Monticano a Gorgo al Monticano CAE;1775115.168;5076355.569;45.78572084;12.53899329
VEIM0000299TPR;VEIM0000299;Meteo_idro_ARPAV_299;Meteo_idro_ARPAV;299;PREC;Precipitazione;TPR;300005774;Monticano a Gorgo al Monticano CAE;18/04/1991;;5;GORGO AL MONTICANO (TV);TV;IM;Monticano a Gorgo al Monticano CAE;1775115.168;5076355.569;45.78572084;12.53899329
VEIM0000003WD5;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;DVENTO5M;Direzione vento a 5m;WD5;300001697;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000003TPR;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;PREC;Precipitazione;TPR;300001711;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000003RSG;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;RADSOL;Radiazione solare globale;RSG;300001710;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000003TA2;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;TARIA2M;Temperatura aria a 2m;TA2;300001701;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000003UR2;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;UMID2M;Umidità relativa a 2m;UR2;;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000003VW5;VEIM0000003;Meteo_idro_ARPAV_3;Meteo_idro_ARPAV;3;VVENTO5M;Velocità vento a 5m;VW5;;Arabba;09/12/1983;;1642;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Arabba;1720711.174;5153644.921;46.49998395;11.87607301
VEIM0000300HI1;VEIM0000300;Meteo_idro_ARPAV_300;Meteo_idro_ARPAV;300;LIDRO_1;Livello idrometrico 1;HI1;300005775;Livenza a La Salute di Livenza CAE;16/04/1991;;1;SANTO STINO DI LIVENZA (VE);VE;IM;Livenza a La Salute di Livenza CAE;1796111.382;5062836.318;45.65562895;12.80027552
VEIM0000301HI1;VEIM0000301;Meteo_idro_ARPAV_301;Meteo_idro_ARPAV;301;LIDRO_1;Livello idrometrico 1;HI1;300005776;Adige a Legnago CAE;29/04/1986;;17;LEGNAGO (VR);VR;IM;Adige a Legnago CAE;1681749.727;5007104.287;45.19380723;11.31345664
VEIM0000302HI1;VEIM0000302;Meteo_idro_ARPAV_302;Meteo_idro_ARPAV;302;LIDRO_1;Livello idrometrico 1;HI1;300005777;Brenta a Limena CAE;21/02/1995;;19;CURTAROLO (PD);PD;IM;Brenta a Limena CAE;1721202.681;5044390.218;45.51774109;11.83184737
VEIM0000302Q00;VEIM0000302;Meteo_idro_ARPAV_302;Meteo_idro_ARPAV;302;PORT_1;Portata;Q00;300006213;Brenta a Limena CAE;21/02/1995;;19;CURTAROLO (PD);PD;IM;Brenta a Limena CAE;1721202.681;5044390.218;45.51774109;11.83184737
VEIM0000303HI1;VEIM0000303;Meteo_idro_ARPAV_303;Meteo_idro_ARPAV;303;LIDRO_1;Livello idrometrico 1;HI1;300005778;Bacchiglione a Longare CAE;02/03/1994;;23;LONGARE (VI);VI;IM;Bacchiglione a Longare CAE;1703479.819;5040150.953;45.48502277;11.60342307
VEIM0000304HI1;VEIM0000304;Meteo_idro_ARPAV_304;Meteo_idro_ARPAV;304;LIDRO_1;Livello idrometrico 1;HI1;300005779;Gua' a Lonigo CAE;01/01/1984;;31;LONIGO (VI);VI;IM;Gua' a Lonigo CAE;1686946.229;5029281.37;45.39189742;11.38791918
VEIM0000304HPR;VEIM0000304;Meteo_idro_ARPAV_304;Meteo_idro_ARPAV;304;LIDRO_2;Livello idrometrico a pressione;HPR;300014571;Gua' a Lonigo CAE;01/01/1984;;31;LONIGO (VI);VI;IM;Gua' a Lonigo CAE;1686946.229;5029281.37;45.39189742;11.38791918
VEIM0000304Q00;VEIM0000304;Meteo_idro_ARPAV_304;Meteo_idro_ARPAV;304;PORT_1;Portata;Q00;300006208;Gua' a Lonigo CAE;01/01/1984;;31;LONIGO (VI);VI;IM;Gua' a Lonigo CAE;1686946.229;5029281.37;45.39189742;11.38791918
VEIM0000305HI1;VEIM0000305;Meteo_idro_ARPAV_305;Meteo_idro_ARPAV;305;LIDRO_1;Livello idrometrico 1;HI1;300005780;Astico a Lugo di Vicenza CAE;30/09/1994;;143;LUGO DI VICENZA (VI);VI;IM;Astico a Lugo di Vicenza CAE;1696323.653;5068319.678;45.74036652;11.52328382
VEIM0000305TPR;VEIM0000305;Meteo_idro_ARPAV_305;Meteo_idro_ARPAV;305;PREC;Precipitazione;TPR;300005782;Astico a Lugo di Vicenza CAE;30/09/1994;;143;LUGO DI VICENZA (VI);VI;IM;Astico a Lugo di Vicenza CAE;1696323.653;5068319.678;45.74036652;11.52328382
VEIM0000305TA2;VEIM0000305;Meteo_idro_ARPAV_305;Meteo_idro_ARPAV;305;TARIA2M;Temperatura aria a 2m;TA2;300005781;Astico a Lugo di Vicenza CAE;30/09/1994;;143;LUGO DI VICENZA (VI);VI;IM;Astico a Lugo di Vicenza CAE;1696323.653;5068319.678;45.74036652;11.52328382
VEIM0000306HI1;VEIM0000306;Meteo_idro_ARPAV_306;Meteo_idro_ARPAV;306;LIDRO_1;Livello idrometrico 1;HI1;300005783;Livenza a Meduna di Livenza CAE;31/07/1990;;2;MEDUNA DI LIVENZA (TV);TV;IM;Livenza a Meduna di Livenza CAE;1780581.927;5078758.726;45.80510864;12.61057947
VEIM0000306HPR;VEIM0000306;Meteo_idro_ARPAV_306;Meteo_idro_ARPAV;306;LIDRO_2;Livello idrometrico a pressione;HPR;300014588;Livenza a Meduna di Livenza CAE;31/07/1990;;2;MEDUNA DI LIVENZA (TV);TV;IM;Livenza a Meduna di Livenza CAE;1780581.927;5078758.726;45.80510864;12.61057947
VEIM0000306Q00;VEIM0000306;Meteo_idro_ARPAV_306;Meteo_idro_ARPAV;306;PORT_1;Portata;Q00;300006209;Livenza a Meduna di Livenza CAE;31/07/1990;;2;MEDUNA DI LIVENZA (TV);TV;IM;Livenza a Meduna di Livenza CAE;1780581.927;5078758.726;45.80510864;12.61057947
VEIM0000308HI1;VEIM0000308;Meteo_idro_ARPAV_308;Meteo_idro_ARPAV;308;LIDRO_1;Livello idrometrico 1;HI1;300005789;Bacchiglione a Montegalda CAE;31/07/1994;;22;MONTEGALDA (VI);VI;IM;Bacchiglione a Montegalda CAE;1709020.669;5035629.49;45.44273178;11.67232277
VEIM0000308HPR;VEIM0000308;Meteo_idro_ARPAV_308;Meteo_idro_ARPAV;308;LIDRO_2;Livello idrometrico a pressione;HPR;300014589;Bacchiglione a Montegalda CAE;31/07/1994;;22;MONTEGALDA (VI);VI;IM;Bacchiglione a Montegalda CAE;1709020.669;5035629.49;45.44273178;11.67232277
VEIM0000308Q00;VEIM0000308;Meteo_idro_ARPAV_308;Meteo_idro_ARPAV;308;PORT_1;Portata;Q00;300006210;Bacchiglione a Montegalda CAE;31/07/1994;;22;MONTEGALDA (VI);VI;IM;Bacchiglione a Montegalda CAE;1709020.669;5035629.49;45.44273178;11.67232277
VEIM0000309HI1;VEIM0000309;Meteo_idro_ARPAV_309;Meteo_idro_ARPAV;309;LIDRO_1;Livello idrometrico 1;HI1;300005790;Piave a Nervesa della Battaglia CAE;01/05/1988;;78;NERVESA DELLA BATTAGLIA (TV);TV;IM;Piave a Nervesa della Battaglia CAE;1749045.522;5080289.93;45.83096877;12.20619641
VEIM0000309Q00;VEIM0000309;Meteo_idro_ARPAV_309;Meteo_idro_ARPAV;309;PORT_1;Portata;Q00;300013628;Piave a Nervesa della Battaglia CAE;01/05/1988;;78;NERVESA DELLA BATTAGLIA (TV);TV;IM;Piave a Nervesa della Battaglia CAE;1749045.522;5080289.93;45.83096877;12.20619641
VEIM0000031WD5;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;DVENTO5M;Direzione vento a 5m;WD5;300004661;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000031TPR;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;PREC;Precipitazione;TPR;300004666;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000031RSG;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;RADSOL;Radiazione solare globale;RSG;300004668;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000031TA2;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;TARIA2M;Temperatura aria a 2m;TA2;300004671;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000031UR2;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;UMID2M;Umidità relativa a 2m;UR2;;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000031VW5;VEIM0000031;Meteo_idro_ARPAV_31;Meteo_idro_ARPAV;31;VVENTO5M;Velocità vento a 5m;VW5;;Foen Case Rosse;16/06/1984;01/01/1998;352;FELTRE (BL);BL;IM;Foen Case Rosse;1724461;5102900;46.04264388;11.90068608
VEIM0000310HI1;VEIM0000310;Meteo_idro_ARPAV_310;Meteo_idro_ARPAV;310;LIDRO_1;Livello idrometrico 1;HI1;300005791;Monticano a Oderzo CAE;03/08/1989;;12;ODERZO (TV);TV;IM;Monticano a Oderzo CAE;1771626.916;5075950.28;45.7834602;12.49397408
VEIM0000311HI1;VEIM0000311;Meteo_idro_ARPAV_311;Meteo_idro_ARPAV;311;LIDRO_1;Livello idrometrico 1;HI1;300005792;Adige a Pescantina ponte tangenziale CAE;05/07/1986;16/11/2009;77;PESCANTINA (VR);VR;IM;Adige a Pescantina ponte tangenziale CAE;1645409.71;5037743.68;45.47788889;10.86011112
VEIM0000312HI1;VEIM0000312;Meteo_idro_ARPAV_312;Meteo_idro_ARPAV;312;LIDRO_1;Livello idrometrico 1;HI1;300005793;Lago di Garda a Peschiera Navigarda CAE;07/06/1986;;65;PESCHIERA DEL GARDA (VR);VR;IM;Lago di Garda a Peschiera Navigarda CAE;1632613.48;5033341.595;45.44083334;10.69527778
VEIM0000313HI1;VEIM0000313;Meteo_idro_ARPAV_313;Meteo_idro_ARPAV;313;LIDRO_1;Livello idrometrico 1;HI1;300005794;Gua' a Ponte Arzignano CAE;01/06/1997;;83;ARZIGNANO (VI);VI;IM;Gua' a Ponte Arzignano CAE;1685595.775;5042611.047;45.51213484;11.37571468
VEIM0000314HPR;VEIM0000314;Meteo_idro_ARPAV_314;Meteo_idro_ARPAV;314;LIDRO_2;Livello idrometrico a pressione;HPR;300005796;Cassa di espansione del fiume Gua' a Ponte Asse CAE;01/06/1997;;53;MONTEBELLO VICENTINO (VI);VI;IM;Cassa di espansione del fiume Gua' a Ponte Asse CAE;1687682.086;5037144.1;45.46241147;11.40030958
VEIM0000315HI1;VEIM0000315;Meteo_idro_ARPAV_315;Meteo_idro_ARPAV;315;LIDRO_1;Livello idrometrico 1;HI1;300005797;Agno a Ponte Brogliano CAE;01/06/1997;;155;BROGLIANO (VI);VI;IM;Agno a Ponte Brogliano CAE;1684874.977;5051259.961;45.59010662;11.3697627
VEIM0000315HPR;VEIM0000315;Meteo_idro_ARPAV_315;Meteo_idro_ARPAV;315;LIDRO_2;Livello idrometrico a pressione;HPR;300014608;Agno a Ponte Brogliano CAE;01/06/1997;;155;BROGLIANO (VI);VI;IM;Agno a Ponte Brogliano CAE;1684874.977;5051259.961;45.59010662;11.3697627
VEIM0000315Q00;VEIM0000315;Meteo_idro_ARPAV_315;Meteo_idro_ARPAV;315;PORT_1;Portata;Q00;300009368;Agno a Ponte Brogliano CAE;01/06/1997;;155;BROGLIANO (VI);VI;IM;Agno a Ponte Brogliano CAE;1684874.977;5051259.961;45.59010662;11.3697627
VEIM0000315TPR;VEIM0000315;Meteo_idro_ARPAV_315;Meteo_idro_ARPAV;315;PREC;Precipitazione;TPR;300005798;Agno a Ponte Brogliano CAE;01/06/1997;;155;BROGLIANO (VI);VI;IM;Agno a Ponte Brogliano CAE;1684874.977;5051259.961;45.59010662;11.3697627
VEIM0000315TA2;VEIM0000315;Meteo_idro_ARPAV_315;Meteo_idro_ARPAV;315;TARIA2M;Temperatura aria a 2m;TA2;300005799;Agno a Ponte Brogliano CAE;01/06/1997;;155;BROGLIANO (VI);VI;IM;Agno a Ponte Brogliano CAE;1684874.977;5051259.961;45.59010662;11.3697627
VEIM0000316HI1;VEIM0000316;Meteo_idro_ARPAV_316;Meteo_idro_ARPAV;316;LIDRO_1;Livello idrometrico 1;HI1;300005800;Piave a Ponte di Piave CAE;14/03/1990;;3;PONTE DI PIAVE (TV);TV;IM;Piave a Ponte di Piave CAE;1768917.199;5067797.397;45.71127406;12.45465245
VEIM0000316Q00;VEIM0000316;Meteo_idro_ARPAV_316;Meteo_idro_ARPAV;316;PORT_1;Portata;Q00;300006212;Piave a Ponte di Piave CAE;14/03/1990;;3;PONTE DI PIAVE (TV);TV;IM;Piave a Ponte di Piave CAE;1768917.199;5067797.397;45.71127406;12.45465245
VEIM0000317HI1;VEIM0000317;Meteo_idro_ARPAV_317;Meteo_idro_ARPAV;317;LIDRO_1;Livello idrometrico 1;HI1;300005802;Gua' a Ponte Gua' CAE;01/01/1984;;71;MONTECCHIO MAGGIORE (VI);VI;IM;Gua' a Ponte Gua' CAE;1686915.298;5040431.439;45.4921808;11.39176197
VEIM0000317TPR;VEIM0000317;Meteo_idro_ARPAV_317;Meteo_idro_ARPAV;317;PREC;Precipitazione;TPR;300005801;Gua' a Ponte Gua' CAE;01/01/1984;;71;MONTECCHIO MAGGIORE (VI);VI;IM;Gua' a Ponte Gua' CAE;1686915.298;5040431.439;45.4921808;11.39176197
VEIM0000319HI1;VEIM0000319;Meteo_idro_ARPAV_319;Meteo_idro_ARPAV;319;LIDRO_1;Livello idrometrico 1;HI1;300005804;Po a Porto Levante CAE;13/07/1985;;1;PORTO VIRO (RO);RO;IM;Po a Porto Levante CAE;1764783.668;4993814.369;45.04809594;12.3619587
VEIM0000320HI1;VEIM0000320;Meteo_idro_ARPAV_320;Meteo_idro_ARPAV;320;LIDRO_1;Livello idrometrico 1;HI1;300005805;Lemene a Portogruaro CAE;01/01/1986;;5;PORTOGRUARO (VE);VE;IM;Lemene a Portogruaro CAE;1798389.097;5077538.302;45.78668228;12.83849076
VEIM0000321HI1;VEIM0000321;Meteo_idro_ARPAV_321;Meteo_idro_ARPAV;321;LIDRO_1;Livello idrometrico 1;HI1;300005806;Retrone a Vicenza S.Agostino CAE;01/03/1994;;28;VICENZA (VI);VI;IM;Retrone a Vicenza S.Agostino CAE;1696932.134;5044441.836;45.52548627;11.52144451
VEIM0000321TPR;VEIM0000321;Meteo_idro_ARPAV_321;Meteo_idro_ARPAV;321;PREC;Precipitazione;TPR;300005808;Retrone a Vicenza S.Agostino CAE;01/03/1994;;28;VICENZA (VI);VI;IM;Retrone a Vicenza S.Agostino CAE;1696932.134;5044441.836;45.52548627;11.52144451
VEIM0000321TA2;VEIM0000321;Meteo_idro_ARPAV_321;Meteo_idro_ARPAV;321;TARIA2M;Temperatura aria a 2m;TA2;300005807;Retrone a Vicenza S.Agostino CAE;01/03/1994;;28;VICENZA (VI);VI;IM;Retrone a Vicenza S.Agostino CAE;1696932.134;5044441.836;45.52548627;11.52144451
VEIM0000322HI1;VEIM0000322;Meteo_idro_ARPAV_322;Meteo_idro_ARPAV;322;LIDRO_1;Livello idrometrico 1;HI1;300005809;Alpone a S.Bonifacio CAE;04/03/2015;;25;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE;1676868.048;5029882.178;45.39992063;11.25948928
VEIM0000322Q00;VEIM0000322;Meteo_idro_ARPAV_322;Meteo_idro_ARPAV;322;PORT_1;Portata;Q00;300006215;Alpone a S.Bonifacio CAE;04/03/2015;;25;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE;1676868.048;5029882.178;45.39992063;11.25948928
VEIM0000322QCA;VEIM0000322;Meteo_idro_ARPAV_322;Meteo_idro_ARPAV;322;PORT_1;Portata calcolata;QCA;300015529;Alpone a S.Bonifacio CAE;04/03/2015;;25;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE;1676868.048;5029882.178;45.39992063;11.25948928
VEIM0000322VH2;VEIM0000322;Meteo_idro_ARPAV_322;Meteo_idro_ARPAV;322;VELOSUPERF;Velocità superficiale;VH2;;Alpone a S.Bonifacio CAE;04/03/2015;;25;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE;1676868.048;5029882.178;45.39992063;11.25948928
VEIM0000322QC2;VEIM0000322;Meteo_idro_ARPAV_322;Meteo_idro_ARPAV;322;PORT_2;Portata calcolata;QC2;300015529;Alpone a S.Bonifacio CAE;04/03/2015;;25;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE;1676868.048;5029882.178;45.39992063;11.25948928
VEIM0000323HI1;VEIM0000323;Meteo_idro_ARPAV_323;Meteo_idro_ARPAV;323;LIDRO_1;Livello idrometrico 1;HI1;300005810;Piave a S.Dona' di Piave CAE;22/06/1988;;4;SAN DONA' DI PIAVE (VE);VE;IM;Piave a S.Dona' di Piave CAE;1777781.799;5058628.547;45.62541034;12.56308668
VEIM0000325HI1;VEIM0000325;Meteo_idro_ARPAV_325;Meteo_idro_ARPAV;325;LIDRO_1;Livello idrometrico 1;HI1;300005813;Fratta a S.Salvaro CAE;01/04/2001;;15;URBANA (PD);PD;IM;Fratta a S.Salvaro CAE;1689149.94;5008444.141;45.20390985;11.40809307
VEIM0000325Q00;VEIM0000325;Meteo_idro_ARPAV_325;Meteo_idro_ARPAV;325;PORT_1;Portata;Q00;300009928;Fratta a S.Salvaro CAE;01/04/2001;;15;URBANA (PD);PD;IM;Fratta a S.Salvaro CAE;1689149.94;5008444.141;45.20390985;11.40809307
VEIM0000327HI1;VEIM0000327;Meteo_idro_ARPAV_327;Meteo_idro_ARPAV;327;LIDRO_1;Livello idrometrico 1;HI1;300005831;Piave a Segusino CAE;01/07/1988;;179;SEGUSINO (TV);TV;IM;Piave a Segusino CAE;1728681.092;5089687.411;45.92249042;11.94883728
VEIM0000327HPR;VEIM0000327;Meteo_idro_ARPAV_327;Meteo_idro_ARPAV;327;LIDRO_2;Livello idrometrico a pressione;HPR;300014508;Piave a Segusino CAE;01/07/1988;;179;SEGUSINO (TV);TV;IM;Piave a Segusino CAE;1728681.092;5089687.411;45.92249042;11.94883728
VEIM0000327Q01;VEIM0000327;Meteo_idro_ARPAV_327;Meteo_idro_ARPAV;327;PORT_1;Portata 1;Q01;300007808;Piave a Segusino CAE;01/07/1988;;179;SEGUSINO (TV);TV;IM;Piave a Segusino CAE;1728681.092;5089687.411;45.92249042;11.94883728
VEIM0000328HI1;VEIM0000328;Meteo_idro_ARPAV_328;Meteo_idro_ARPAV;328;LIDRO_1;Livello idrometrico 1;HI1;300005832;Gorzone a Stanghella CAE;06/11/2007;;2;STANGHELLA (PD);PD;IM;Gorzone a Stanghella CAE;1716767.514;5002777.806;45.14500912;11.75689995
VEIM0000328HPR;VEIM0000328;Meteo_idro_ARPAV_328;Meteo_idro_ARPAV;328;LIDRO_2;Livello idrometrico a pressione;HPR;300007468;Gorzone a Stanghella CAE;06/11/2007;;2;STANGHELLA (PD);PD;IM;Gorzone a Stanghella CAE;1716767.514;5002777.806;45.14500912;11.75689995
VEIM0000328QUS;VEIM0000328;Meteo_idro_ARPAV_328;Meteo_idro_ARPAV;328;PORT_2;Portata ultrasuono;QUS;300006148;Gorzone a Stanghella CAE;06/11/2007;;2;STANGHELLA (PD);PD;IM;Gorzone a Stanghella CAE;1716767.514;5002777.806;45.14500912;11.75689995
